LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1707823669.073027,71459.000,8691,1,T1,1,100,23.690
1707823669.206075,71588.000,8708,1,T1,1,100,23.689
1707823669.339122,71717.000,8725,1,T1,1,100,23.688
1707823669.471139,71845.000,8742,1,T1,1,100,23.688
1707823669.607281,71977.000,8774,1,T1,1,100,23.723
1707823669.739297,72105.000,8790,1,T1,1,100,23.632
1707823669.872345,72234.000,8809,1,T1,1,100,23.663
1707823670.004362,72362.000,8841,1,T1,1,100,23.606
1707823670.135347,72489.000,8857,1,T1,1,100,23.581
1707823670.268394,72618.000,8875,1,T1,1,100,23.677
1707823670.401442,72747.000,8891,1,T1,1,100,23.683
1707823670.534490,72876.000,8923,1,T1,1,100,23.650
1707823670.667538,73005.000,8942,1,T1,1,100,23.742
1707823670.798523,73132.000,8958,1,T1,1,100,23.711
1707823670.931571,73261.000,8976,1,T1,1,100,23.591
1707823671.064619,73390.000,9007,1,T1,1,100,23.646
1707823671.196635,73518.000,9023,1,T1,1,100,23.670
1707823671.328652,73646.000,9041,1,T1,1,100,23.644
1707823671.462731,73776.000,9072,1,T1,1,100,23.669
1707823671.592684,73902.000,9091,1,T1,1,100,23.608
1707823671.725732,74031.000,9108,1,T1,1,100,23.653
1707823671.861874,74163.000,9124,1,T1,1,100,23.673
1707823671.994922,74292.000,9156,1,T1,1,100,23.752
1707823672.126938,74420.000,9173,1,T1,1,100,23.786
1707823672.262049,74551.000,9190,1,T1,1,100,23.801
1707823672.396128,74681.000,9207,1,T1,1,100,23.772
1707823672.529176,74810.000,9241,1,T1,1,100,23.901
1707823672.662224,74939.000,9257,1,T1,1,100,23.780
1707823672.794240,75067.000,9279,1,T1,1,100,23.798
1707823672.930382,75199.000,9296,1,T1,1,100,23.806
1707823673.062399,75327.000,9327,1,T1,1,100,23.774
1707823673.195447,75456.000,9344,1,T1,1,100,23.761
1707823673.328494,75585.000,9363,1,T1,1,100,23.790
1707823673.459479,75712.000,9380,1,T1,1,100,23.874
1707823673.594590,75843.000,9414,1,T1,1,100,23.839
1707823673.728669,75973.000,9430,1,T1,1,100,23.753
1707823673.860686,76101.000,9447,1,T1,1,100,23.787
1707823673.993733,76230.000,9464,1,T1,1,100,23.837
1707823674.128844,76361.000,9497,1,T1,1,100,23.894
1707823674.261892,76490.000,9515,1,T1,1,100,23.848
1707823674.394940,76619.000,9531,1,T1,1,100,23.792
1707823674.526956,76747.000,9548,1,T1,1,100,23.910
1707823674.658973,76875.000,9580,1,T1,1,100,23.855
1707823674.793052,77005.000,9596,1,T1,1,100,23.795
1707823674.925068,77133.000,9614,1,T1,1,100,23.876
1707823675.058116,77262.000,9647,1,T1,1,100,23.946
1707823675.191164,77391.000,9664,1,T1,1,100,23.870
1707823675.322149,77518.000,9681,1,T1,1,100,23.802
1707823675.455197,77647.000,9697,1,T1,1,100,23.843
1707823675.588245,77776.000,9729,1,T1,1,100,23.826
1707823675.720261,77904.000,9746,1,T1,1,100,23.854
1707823675.852277,78032.000,9762,1,T1,1,100,23.795
1707823675.986357,78162.000,9782,1,T1,1,100,23.876
1707823676.118373,78290.000,9813,1,T1,1,100,23.911
1707823676.251421,78419.000,9830,1,T1,1,100,23.890
1707823676.386531,78550.000,9847,1,T1,1,100,23.846
1707823676.520611,78680.000,9879,1,T1,1,100,23.827
1707823676.653658,78809.000,9895,1,T1,1,100,23.925
1707823676.783612,78935.000,9912,1,T1,1,100,23.932
1707823676.916660,79064.000,9931,1,T1,1,100,23.900
1707823677.050739,79194.000,9962,1,T1,1,100,23.992
1707823677.182756,79322.000,9979,1,T1,1,100,23.855
1707823677.315803,79451.000,9996,1,T1,1,100,23.973
1707823677.450914,79582.000,10013,1,T1,1,100,23.988
1707823677.583962,79711.000,10045,1,T1,1,100,23.888
1707823677.717010,79840.000,10063,1,T1,1,100,23.952
1707823677.850058,79969.000,10080,1,T1,1,100,23.908
1707823677.981043,80096.000,10097,1,T1,1,100,23.818
1707823678.118216,80229.000,10118,1,T1,1,100,23.886
1707823678.251264,80358.000,10135,1,T1,1,100,23.986
1707823678.383280,80486.000,10152,1,T1,1,100,23.959
1707823678.516328,80615.000,10168,1,T1,1,100,23.876
1707823678.649376,80744.000,10190,1,T1,1,100,23.982
1707823678.784486,80875.000,10206,1,T1,1,100,23.850
1707823678.917534,81004.000,10238,1,T1,1,100,23.864
1707823679.050582,81133.000,10255,1,T1,1,100,23.977
1707823679.181567,81260.000,10271,1,T1,1,100,23.990
1707823679.314615,81389.000,10289,1,T1,1,100,24.031
1707823679.446631,81517.000,10306,1,T1,1,100,23.978
1707823679.579679,81646.000,10325,1,T1,1,100,23.990
1707823679.712727,81775.000,10356,1,T1,1,100,23.960
1707823679.843712,81902.000,10373,1,T1,1,100,23.983
1707823679.976760,82031.000,10390,1,T1,1,100,23.851
1707823680.108776,82159.000,10407,1,T1,1,100,23.935
1707823680.240793,82287.000,10424,1,T1,1,100,24.008
1707823680.374872,82417.000,10441,1,T1,1,100,24.039
1707823680.506888,82545.000,10475,1,T1,1,100,24.017
1707823680.638905,82673.000,10491,1,T1,1,100,24.007
1707823680.771953,82802.000,10508,1,T1,1,100,23.968
1707823680.905001,82931.000,10525,1,T1,1,100,24.057
1707823681.035986,83058.000,10542,1,T1,1,100,24.060
1707823681.169033,83187.000,10574,1,T1,1,100,23.920
1707823681.302081,83316.000,10590,1,T1,1,100,23.894
1707823681.435129,83445.000,10609,1,T1,1,100,23.883
1707823681.570240,83576.000,10626,1,T1,1,100,23.950
1707823681.702256,83704.000,10643,1,T1,1,100,24.014
1707823681.835304,83833.000,10675,1,T1,1,100,24.006
1707823681.968352,83962.000,10691,1,T1,1,100,24.144
1707823682.103462,84093.000,10708,1,T1,1,100,23.992
1707823682.236510,84222.000,10725,1,T1,1,100,23.996
1707823682.369558,84351.000,10744,1,T1,1,100,24.069
1707823682.500543,84478.000,10776,1,T1,1,100,24.065
1707823682.636685,84610.000,10792,1,T1,1,100,24.064
1707823682.770764,84740.000,10809,1,T1,1,100,24.063
1707823682.903296,84868.500,10827,2,T1,1,100,24.027
1707823683.035828,84997.000,10827,2,T1,1,100,23.941
1707823683.169392,85126.500,10847,2,T1,1,100,24.045
