LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1707824256.882670,641499.000,34630,4,EM,1,100,PS
1707824256.934459,641549.250,34663,4,EM,1,100,RS
1707824256.986248,641599.500,34663,4,EM,1,100,RB
1707824257.038037,641649.750,34663,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824257.089827,641700.000,34663,4,EM,1,100,PS
1707824257.141616,641750.250,34696,4,EM,1,100,RS
1707824257.193405,641800.500,34696,4,EM,1,100,RB
1707824257.245194,641850.750,34696,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824257.296983,641901.000,34696,4,EM,1,100,PS
1707824257.348772,641951.250,34729,4,EM,1,100,RS
1707824257.400562,642001.500,34729,4,EM,1,100,RB
1707824257.452351,642051.750,34729,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824257.504140,642102.000,34729,4,EM,1,100,PS
1707824257.555929,642152.250,34764,4,EM,1,100,RS
1707824257.607718,642202.500,34764,4,EM,1,100,RB
1707824257.659508,642252.750,34764,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824257.711297,642303.000,34764,4,EM,1,100,PS
1707824257.763086,642353.250,34798,4,EM,1,100,RS
1707824257.814875,642403.500,34798,4,EM,1,100,RB
1707824257.866664,642453.750,34798,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824257.918453,642504.000,34798,4,EM,1,100,PS
1707824257.972304,642556.250,34832,4,EM,1,100,RS
1707824258.026154,642608.500,34832,4,EM,1,100,RB
1707824258.080005,642660.750,34832,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824258.133855,642713.000,34832,4,EM,1,100,PS
1707824258.185644,642763.250,34863,4,EM,1,100,RS
1707824258.237434,642813.500,34863,4,EM,1,100,RB
1707824258.289223,642863.750,34863,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824258.341012,642914.000,34863,4,EM,1,100,PS
1707824258.392801,642964.250,34899,4,EM,1,100,RS
1707824258.444590,643014.500,34899,4,EM,1,100,RB
1707824258.496380,643064.750,34899,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824258.548169,643115.000,34899,4,EM,1,100,PS
